Displacement_mm,BaseShear_kN
-4.750000000000000000e+00,-2.762498549154874468e+02
-4.500000000000000000e+00,-2.616711667278941036e+02
-4.250000000000000000e+00,-2.470916235337749356e+02
-4.000000000000000000e+00,-2.325124802401153659e+02
-3.750000000000000000e+00,-2.179338460434834133e+02
-3.500000000000000000e+00,-2.033564255221593271e+02
-3.250000000000000000e+00,-1.887813705772948651e+02
-3.000000000000000000e+00,-1.742068890130784098e+02
-2.750000000000000000e+00,-1.596363766179294146e+02
-2.500000000000000000e+00,-1.450688526285803732e+02
-2.250000000000000000e+00,-1.305027001689653900e+02
-2.000000000000000000e+00,-1.159427452129507969e+02
-1.750000000000000000e+00,-1.013839428823390421e+02
-1.500000000000000000e+00,-8.683039467664441702e+01
-1.250000000000000000e+00,-7.227602778318592414e+01
-1.000000000000000000e+00,-5.772478334305505854e+01
-7.500000000000000000e-01,-4.317289311219546022e+01
-5.000000000000000000e-01,-2.861729805906109192e+01
-2.500000000000000000e-01,-1.406017904039209299e+01
0.000000000000000000e+00,4.953073993930569019e-01
2.500000000000000000e-01,1.505181493409016369e+01
5.000000000000000000e-01,2.960351693169632981e+01
7.500000000000000000e-01,4.415051018611985967e+01
1.000000000000000000e+00,5.869633202573267283e+01
1.250000000000000000e+00,7.323158445517381665e+01
1.500000000000000000e+00,8.777123428500458147e+01
1.750000000000000000e+00,1.023066127465983755e+02
2.000000000000000000e+00,1.168452032394829558e+02
2.250000000000000000e+00,1.313852126248907837e+02
2.500000000000000000e+00,1.459240739573277779e+02
2.750000000000000000e+00,1.604695867495147468e+02
3.000000000000000000e+00,1.750189259695971771e+02
3.250000000000000000e+00,1.895641923804677162e+02
