Displacement_mm,BaseShear_kN,Drift_pct,Stiffness_kNmm
6.957500000000001705e+01,2.705371117712693376e+03,3.975714285714286311e-01,3.888424172062799755e+01
-7.042499999999998295e+01,-2.726053573424861497e+03,-4.024285714285713023e-01,3.870860594142509115e+01
6.957500000000001705e+01,2.683719973173573635e+03,3.975714285714286311e-01,3.857305027917460194e+01
-7.042499999999998295e+01,-2.706088233629009210e+03,-4.024285714285713023e-01,3.842510803875058656e+01
7.957500000000001705e+01,2.838593521611525375e+03,4.547142857142857930e-01,3.567192612769745352e+01
-8.042499999999998295e+01,-2.853617330533130826e+03,-4.595714285714284641e-01,3.548171999419498235e+01
7.957500000000001705e+01,2.774855734107895842e+03,4.547142857142857930e-01,3.487094859073697961e+01
-8.042499999999998295e+01,-2.794173710433255110e+03,-4.595714285714284641e-01,3.474260131095126525e+01
7.957500000000001705e+01,2.755200216269743123e+03,4.547142857142857930e-01,3.462394239735774448e+01
-8.042499999999998295e+01,-2.775256086601917559e+03,-4.595714285714284641e-01,3.450738062296447595e+01
8.945000000000001705e+01,2.858985503985339619e+03,5.111428571428572321e-01,3.196182788133414121e+01
-9.054999999999998295e+01,-2.872268971569724727e+03,-5.174285714285713489e-01,3.172025368933987011e+01
8.945000000000001705e+01,2.800010935626809442e+03,5.111428571428572321e-01,3.130252583149031764e+01
-9.054999999999998295e+01,-2.821335767994667549e+03,-5.174285714285713489e-01,3.115776662611450121e+01
8.945000000000001705e+01,2.788154415197443541e+03,5.111428571428572321e-01,3.116997669309606422e+01
-9.054999999999998295e+01,-2.809382214157858471e+03,-5.174285714285713489e-01,3.102575609230103737e+01
9.945000000000001705e+01,2.881098715369746060e+03,5.682857142857143939e-01,2.897032393534183470e+01
-1.005499999999999829e+02,-2.890891613380162653e+03,-5.745714285714285108e-01,2.875078680636661588e+01
9.945000000000001705e+01,2.831298404323010800e+03,5.682857142857143939e-01,2.846956665985932844e+01
-1.005499999999999829e+02,-2.847631382069858773e+03,-5.745714285714285108e-01,2.832055079134618936e+01
9.945000000000001705e+01,2.821181788325065099e+03,5.682857142857143939e-01,2.836784100879904003e+01
-1.005499999999999829e+02,-2.838455521736770152e+03,-5.745714285714285108e-01,2.822929409981870208e+01
