Displacement_mm,BaseShear_kN
-2.500000000000000000e+00,-2.119727981757439466e+02
-2.250000000000000000e+00,-1.907655083689790558e+02
-2.000000000000000000e+00,-1.695585876866720128e+02
-1.750000000000000000e+00,-1.483521804285050791e+02
-1.500000000000000000e+00,-1.271462916026534913e+02
-1.250000000000000000e+00,-1.059414874485271270e+02
-1.000000000000000000e+00,-8.473775149739135770e+01
-7.500000000000000000e-01,-6.353520227053915903e+01
-5.000000000000000000e-01,-4.233324885979924801e+01
-2.500000000000000000e-01,-2.113046758304838946e+01
0.000000000000000000e+00,7.296672476771413896e-02
2.500000000000000000e-01,2.127586151308949525e+01
5.000000000000000000e-01,4.247650945424628333e+01
7.500000000000000000e-01,6.367564940588668776e+01
1.000000000000000000e+00,8.487112815569356883e+01
1.250000000000000000e+00,1.060664861093189870e+02
1.500000000000000000e+00,1.272633210960455017e+02
1.750000000000000000e+00,1.484572258295615654e+02
2.000000000000000000e+00,1.696552177653988736e+02
2.250000000000000000e+00,1.908509009896032467e+02
2.500000000000000000e+00,2.120439093180432621e+02
2.750000000000000000e+00,2.332408347800698607e+02
3.000000000000000000e+00,2.544377242119584821e+02
3.250000000000000000e+00,2.756324630237927522e+02
3.500000000000000000e+00,2.968260872673368453e+02
3.750000000000000000e+00,3.180201756500334227e+02
4.000000000000000000e+00,3.392139637752771932e+02
3.750000000000000000e+00,3.180048702910718816e+02
3.500000000000000000e+00,2.967960815027973354e+02
3.250000000000000000e+00,2.755876012576991911e+02
3.000000000000000000e+00,2.543794656446110025e+02
2.750000000000000000e+00,2.331716143994172228e+02
2.500000000000000000e+00,2.119640364575694491e+02
2.250000000000000000e+00,1.907569010955458566e+02
2.000000000000000000e+00,1.695500996876734519e+02
1.750000000000000000e+00,1.483439162177619721e+02
1.500000000000000000e+00,1.271383860307118141e+02
1.250000000000000000e+00,1.059336302203241331e+02
1.000000000000000000e+00,8.472985565219320847e+01
7.500000000000000000e-01,6.352690293952831269e+01
5.000000000000000000e-01,4.232369667876304220e+01
2.500000000000000000e-01,2.112085155512968626e+01
0.000000000000000000e+00,-8.269043854862445642e-02
-2.500000000000000000e-01,-2.128601659163851778e+01
-5.000000000000000000e-01,-4.248577007840735575e+01
-7.500000000000000000e-01,-6.368222708145422928e+01
-1.000000000000000000e+00,-8.487547344279538208e+01
-1.250000000000000000e+00,-1.060701331183480391e+02
-1.500000000000000000e+00,-1.272650174336836386e+02
-1.750000000000000000e+00,-1.484590820906901740e+02
-2.000000000000000000e+00,-1.696577743778155138e+02
-2.250000000000000000e+00,-1.908530215366386074e+02
-2.500000000000000000e+00,-2.120480018307228249e+02
-2.750000000000000000e+00,-2.332446208449548521e+02
-3.000000000000000000e+00,-2.544416097287848402e+02
-3.250000000000000000e+00,-2.756374486156632884e+02
-3.500000000000000000e+00,-2.968321674011814935e+02
-3.750000000000000000e+00,-3.180277787385203396e+02
-4.000000000000000000e+00,-3.392227589623992117e+02
-3.750000000000000000e+00,-3.180137956011856772e+02
-3.500000000000000000e+00,-2.968050458483172065e+02
-3.250000000000000000e+00,-2.755965859571522287e+02
-3.000000000000000000e+00,-2.543883813367879156e+02
-2.750000000000000000e+00,-2.331804543116078605e+02
-2.500000000000000000e+00,-2.119727991128903852e+02
-2.250000000000000000e+00,-1.907655092104658365e+02
-2.000000000000000000e+00,-1.695585885303139548e+02
-1.750000000000000000e+00,-1.483521812734496450e+02
-1.500000000000000000e+00,-1.271462924487131119e+02
-1.250000000000000000e+00,-1.059414882961547733e+02
-1.000000000000000000e+00,-8.473775234631689557e+01
-7.500000000000000000e-01,-6.353520312088863875e+01
-5.000000000000000000e-01,-4.233324971172746132e+01
-2.500000000000000000e-01,-2.113046843680177389e+01
0.000000000000000000e+00,7.296586915981322086e-02
2.500000000000000000e-01,2.127586065592100084e+01
5.000000000000000000e-01,4.247650859520722122e+01
7.500000000000000000e-01,6.367564854544468744e+01
1.000000000000000000e+00,8.487112729374943854e+01
1.250000000000000000e+00,1.060664852454381446e+02
1.500000000000000000e+00,1.272633202303740774e+02
1.750000000000000000e+00,1.484572249574115403e+02
2.000000000000000000e+00,1.696552168674025438e+02
2.250000000000000000e+00,1.908509001185666420e+02
2.500000000000000000e+00,2.120439084449571965e+02
2.750000000000000000e+00,2.332408339037225176e+02
3.000000000000000000e+00,2.544377233333244988e+02
3.250000000000000000e+00,2.756324621428627211e+02
3.500000000000000000e+00,2.968260863844924415e+02
3.750000000000000000e+00,3.180201747647696493e+02
